frame_ID,person_ID,head_center_x,head_center_y,head_width,head_height,body_center_x,body_center_y,body_width,body_height,left_shoulder_x,left_shoulder_y,left_shoulder_vec_x,left_shoulder_vec_y,left_upper_arm_length,left_elbow_vec_x,left_elbow_vec_y,left_lower_arm_length,right_shoulder_x,right_shoulder_y,right_shoulder_vec_x,right_shoulder_vec_y,right_upper_arm_length,right_elbow_vec_x,right_elbow_vec_y,right_lower_arm_length,left_hip_x,left_hip_y,left_hip_vec_x,left_hip_vec_y,left_upper_leg_length,left_knee_vec_x,left_knee_vec_y,left_lower_leg_length,right_hip_x,right_hip_y,right_hip_vec_x,right_hip_vec_y,right_upper_leg_length,right_knee_vec_x,right_knee_vec_y,right_lower_leg_length
7,person_01,186.0905,44.75945,374.181,91.5189,344.3435,184.386,94.87099999999998,127.194,391.779,124.742,0.2540700293093917,0.9671858250650311,42.448926499971705,-0.3183087195107623,0.9479871091335677,24.787256887360495,296.908,120.789,-0.3116415555763349,0.9501997373383988,59.77059113811742,0.8515933340347278,0.5242030078391543,39.103171278043426,367.315,247.983,0.033385889663968875,0.999442535802507,88.09110763862601,-0.7404168183702747,-0.6721480008706711,501.4148663143126,310.586,245.042,-0.02227928720256474,0.9997517858757471,88.06385869356396,-0.6797471523836528,-0.7334465275848779,455.4987820313025
8,person_00,56.013,63.3355,114.026,128.671,99.2887,191.7375,70.4026,79.201,134.49,152.137,0.6458250242291007,0.7634854537445238,40.92284908214481,-0.9745587920004062,0.2241320167551014,35.1400041548091,64.0874,157.969,-0.5702896388591577,0.821443685111701,42.89399339068352,-0.8745013222280773,0.48502313081062887,20.1413074540855,120.797,229.411,-0.46733230339072246,-0.8840817372887654,260.6218297265216,0.0,0.0,0.0,76.8046,231.338,-0.3175446630739174,-0.9482433163240711,245.01939112070292,0.0,0.0,0.0
8,person_01,187.0755,44.7678,376.151,91.5356,345.798,183.40449999999998,93.91399999999999,125.261,392.755,123.747,0.22675668126399276,0.9739514400123549,43.18285108697666,-0.30588186523797983,0.9520694746280517,25.679848636625557,298.841,120.774,-0.30662002059058535,0.9518320035452837,63.743391453545996,0.9038369603525089,0.4278770256752952,41.0748858793302,369.295,246.035,0.01063607639007968,0.9999434353397317,91.95120118845648,-0.7384928145302994,-0.6742613461315403,502.74422810212354,311.555,244.077,-0.04329510613236288,0.9990623272774265,90.0794650572482,-0.6775185693461631,-0.7355056683609776,455.56684933058943
9,person_00,56.0135,63.334,114.027,128.668,98.81719999999999,191.7375,69.4576,79.20500000000001,133.546,152.135,0.658714180011693,0.7523932675479778,41.546092114662265,-0.9746347610645818,0.22380143548374667,35.13829115082293,64.0884,157.982,-0.5705008547746726,0.821297007605268,42.88582531513181,-0.8744054709213925,0.48519591138295637,20.13619606181862,120.803,230.358,-0.4658531461471237,-0.8848620492623848,261.4622247534048,0.0,0.0,0.0,76.8037,231.34,-0.9407708633746531,0.3390430394880716,51.99044943266023,-0.1148211940386232,-0.9933861753615987,251.63124492749307
9,person_01,188.0555,44.7742,378.111,91.5484,345.798,181.478,93.88800000000003,123.244,392.742,123.755,0.23198648703767177,0.972719008672042,42.23521863326861,-0.3047856226381458,0.9524209805716576,25.667221216952967,298.854,119.856,-0.28871466641224364,0.9574151875745793,64.35765882938875,0.8996457476867761,0.43662057746870075,40.22027569522612,370.227,243.1,-0.010385293394096995,0.9999460713864117,91.9569591113147,-0.7404961644739227,-0.6720605853637076,500.0322996447329,311.559,242.122,-0.032121146401145086,0.9994839828400836,91.99547124179534,-0.6786452739657127,-0.7344661953582362,456.2088794795647
10,person_00,56.012,63.334,114.024,128.668,98.3157,191.24450000000002,68.48060000000001,78.249,132.556,152.12,0.6715332412874955,0.7409744299541722,42.22277953901187,-0.977204890988377,0.21229837735695042,37.004522115546905,64.0754,157.976,-0.5995087219414603,0.8003682229549827,44.042228300688876,-0.8745672079398976,0.484904319217938,20.121495341052565,118.863,229.408,-0.461506813857124,-0.8871366640847653,259.7209757277991,0.0,0.0,0.0,74.8307,230.369,-0.9229943384965769,0.3848135277030504,50.88438578778366,-0.11426831650264607,-0.99344992417517,252.60457914711284
10,person_01,188.5375,45.24375,379.075,92.4875,345.8035,180.96099999999998,93.89699999999999,120.35799999999999,392.752,123.759,0.2305360207953971,0.9730637919046337,42.22333658061617,-0.3026966422868578,0.9530869544528778,25.646138461764576,298.855,120.782,-0.2747293660552163,0.9615215938432683,64.12856496913058,0.9048169568732186,0.4258007451316732,38.95484023840935,370.231,241.134,-0.010492658836839617,0.9999449505400454,91.9690628472423,-0.7424374842192522,-0.6699153543741087,498.71673759760665,311.562,241.14,-0.03186226076202729,0.9994922692743214,91.98970600018247,-0.6797565137741106,-0.7334378514786835,455.5028068519447
11,person_00,56.47,63.327,114.94,128.654,98.3302,191.73000000000002,68.47560000000001,79.21599999999998,132.568,152.122,0.6716015220017848,0.7409125425074717,42.215508856343284,-0.9771844071866639,0.21239264194234356,37.02576477265525,64.0924,157.025,-0.5705646756770311,0.8212526717579459,42.8783993172553,-0.8742613948596396,0.48545547010830686,20.156328649086863,119.842,230.372,-0.4629459107881449,-0.8863865317594435,261.028334377707,0.0,0.0,0.0,74.8667,231.338,-0.9297411032378019,0.368213906513802,50.54127416369714,-0.11431492796332758,-0.9934445617369593,252.60392946460672
11,person_01,189.007,45.24335,380.014,92.4867,346.77049999999997,180.00799999999998,93.87700000000001,120.314,393.709,123.758,0.21910619044956198,0.9757010183999401,40.09014981264101,-0.2812987027563996,0.9596202581373358,27.522345194405222,299.832,119.851,-0.271183525341922,0.9625276596457512,64.99657373277456,0.9042040415132592,0.427100750773267,38.95802095846245,369.276,240.16,-0.010738004748382666,0.999942345965018,90.9852456665365,-0.7435234561643218,-0.6687098549695988,496.6877600676304,310.589,240.165,-0.033047497121283013,0.9994537822901162,89.05364267675974,-0.6828942995737121,-0.7305171973401647,451.96745703203015
12,person_00,56.4775,62.8485,114.955,127.697,98.80465000000001,191.73149999999998,69.4267,79.239,133.518,152.112,0.658827993565478,0.7522936094999653,41.587486062516454,-0.977163929897588,0.21248683278523733,37.023470569356405,64.0913,158.001,-0.5815395436736895,0.8135181369482778,42.08879734192937,-0.8846522764949707,0.4662513803649978,20.9736644475876,120.836,230.354,-0.4659582669815269,-0.8848066983423962,261.47406030426805,0.0,0.0,0.0,77.7766,231.351,-0.3210888143831053,-0.9470490870477896,245.3420875197731,0.0,0.0,0.0
12,person_01,188.0555,45.23175,378.111,92.4635,347.252,180.472,92.93799999999999,119.394,393.721,125.693,0.19625104153917178,0.9805536847591725,39.91316396879606,-0.22618035542341866,0.9740854412322032,26.094220202949135,300.783,120.775,-0.30648078663618955,0.9518768446720733,63.75929863165059,0.8992438056337844,0.4374478003479598,40.24937372183569,369.293,240.169,0.010300545617741132,0.9999469479727296,91.93687743772897,-0.7443051694979702,-0.6678396623880599,498.7739105055516,311.566,240.16,-0.0426130180555146,0.9990916527987813,92.03760209827283,-0.6796511733071668,-0.7335354678692719,454.12119057802175
13,person_00,56.478,62.849,114.956,127.698,98.8041,191.2495,69.46780000000001,78.285,133.538,152.107,0.6583189989303433,0.752739062124021,41.58014586314002,-0.9771968346240142,0.2123354572387926,37.026317235177466,64.0702,157.029,-0.5750310504427977,0.8181315853984937,44.20804751399908,-0.8530807873189376,0.5217788519165008,20.625596381438285,120.805,229.41,-0.4673578800667944,-0.8840682167906908,260.62468441227895,0.0,0.0,0.0,76.7885,230.392,-0.928581374861943,0.37112885937299955,52.685204899003665,-0.11427564281222378,-0.993449081463088,252.59976045317222
13,person_01,185.6185,45.73005,373.237,93.4601,347.243,181.461,92.92200000000003,121.31000000000002,393.704,125.698,0.23095663997924223,0.9729640437598394,38.21929519235015,-0.24257728686281713,0.9701320837382271,28.238422849019045,300.782,120.806,-0.31162798248969503,0.9502041888612163,65.8605810557423,0.9129861570032478,0.4079905355770411,40.76074945336506,369.279,242.116,0.010606363292925353,0.9999437509468713,90.9831177142221,-0.743319632786412,-0.6689364121605831,499.44059543853666,310.589,241.134,-0.03282710752138928,0.999461045269789,90.04753154306896,-0.6807160996221933,-0.7325473306996267,453.39459456195544
14,person_00,56.4855,62.8445,114.971,127.689,97.84115,190.769,69.46170000000001,77.28200000000001,132.572,152.128,0.67149178777337,0.741011996497306,42.21793999000899,-0.977247983316565,0.21209992716572704,37.020286168531975,63.1103,157.001,-0.559587639477999,0.8287711829832412,43.68877772712347,-0.8741455794121069,0.4856639846583971,20.164147042709246,119.844,228.428,-0.46602551092035244,-0.8847712829717207,259.30769275129495,0.0,0.0,0.0,74.8565,229.41,-0.909144111132904,0.4164816744976443,51.661336662537096,-0.1139255681649568,-0.9934892877722898,253.5769666574825
14,person_01,185.1085,45.2369,372.217,92.4738,346.77549999999997,182.95,91.99100000000004,124.206,392.771,125.702,0.23619511773119561,0.971705648002494,41.26249557406822,-0.25939321688143246,0.9657717944917951,26.392363232571658,300.78,120.847,-0.31126297415062487,0.9503238189811445,65.8607084762987,0.9128233169467721,0.40835473798927935,40.67052113017486,367.336,245.053,0.03276596692903285,0.9994630515487831,89.05581838375299,-0.7423663607500698,-0.6699941689497733,500.09539713638634,309.647,244.071,-0.022586949459443333,0.9997448823145416,89.03371407506259,-0.678579932523607,-0.7345265653305243,454.8263000531082
15,person_00,56.488,62.8465,114.976,127.693,98.32265,191.247,68.5067,78.25199999999998,132.576,152.121,0.6714503226521937,0.7410495693341066,42.21310057316329,-0.9771651493636719,0.21248122474485276,37.02444773389604,64.0693,157.026,-0.5546996511244991,0.8320506577380725,42.335162736075546,-0.8856859575264046,0.46428480983178416,23.13235275539434,120.806,229.385,-0.467400515182351,-0.884045676652102,260.60305036779596,0.0,0.0,0.0,78.7404,230.373,-0.9208902227510997,0.38982200764121844,55.23546536094359,-0.1134347966340335,-0.9935454428019865,254.54799459072547
15,person_01,183.6465,44.7635,369.293,91.527,346.2865,183.444,94.84500000000003,125.17999999999999,393.709,123.767,0.21077544899095207,0.9775345058373451,42.02102304799348,-0.24459436430330303,0.9696254931421013,28.2222365166193,298.864,120.854,-0.28103416648658447,0.9596977635001505,66.19479842102398,0.9174557152895625,0.39783791986500894,39.448225562121245,367.325,246.034,0.032698705452175215,0.9994652543544231,90.03414536718833,-0.7404334937989722,-0.6721296312919463,501.42113114726226,309.634,244.072,-0.032918045546920544,0.9994580542861071,90.04179776637069,-0.6763540111723501,-0.7365767112603226,454.8949143758369
16,person_00,56.4775,62.839,114.955,127.678,97.82755,190.7625,69.4609,77.285,132.558,152.12,0.6716571745455403,0.7408620923501902,42.222432923743284,-0.9760394730520562,0.21759353631085776,36.08563072747932,63.0971,157.976,-0.5651776418621611,0.8249692316317783,41.509426881613294,-0.8655534871611543,0.5008164942003862,21.488908861084592,119.818,229.383,-0.4644328325194635,-0.8856083468881422,260.1409537404674,0.0,0.0,0.0,74.848,229.405,-0.9091773982611296,0.41640900385453133,51.672753953026344,-0.11384716797643224,-0.9934982749576097,253.57064662316495
16,person_01,350.689,83.1683,46.94200000000001,14.6558,345.3075,183.89999999999998,96.79499999999996,124.25399999999999,393.705,123.778,0.23154365410882977,0.9728245146180942,42.20802352633916,-0.3044799897563676,0.9525187325391361,28.711246367930478,296.91,121.773,-0.27094414520583593,0.962595070722201,65.04292604887947,0.9213068290595958,0.3888363752636226,40.31773002042653,367.334,246.027,0.03226097652390313,0.9994794792259241,90.04687126713509,-0.7403995153994488,-0.6721670607789861,501.40362369053537,309.634,244.067,-0.02247140905259158,0.9997474860059369,89.04648548370677,-0.6785665109320501,-0.7345389644133957,454.83087512832725
17,person_00,56.4985,62.839,114.997,127.678,98.79939999999999,191.253,69.44519999999999,78.26199999999997,133.522,152.122,0.6590511134749897,0.7520981517244782,41.570372069540106,-0.9759385734915448,0.21804563919346934,36.075016354812654,64.0768,158.935,-0.5916978960059134,0.8061597855649806,41.30570712686082,-0.8653358343294132,0.5011924718363376,21.47478385013456,121.789,228.414,-0.4718888547337035,-0.8816580452636462,260.20745938001085,0.0,0.0,0.0,81.6733,230.384,-0.9451263736476757,0.32670497063190523,56.90149116508284,-0.11482429560482212,-0.9933858168601243,251.63838234585756
17,person_01,349.2445,83.6369,47.90300000000002,13.657200000000003,344.823,183.422,95.86000000000001,123.27199999999999,392.753,122.786,0.25378057240917024,0.967261816194392,42.47764081254984,-0.30556134548915265,0.9521723920293313,28.77000029544665,296.893,121.786,-0.2885222736837097,0.9574731837437446,64.35898262868982,0.8993157792031737,0.437299816231597,38.0722776045773,368.302,245.058,0.020539135444388644,0.9997890497075855,94.8920174988392,-0.7365445124005374,-0.6763890753498718,504.0442142322437,311.558,243.094,-0.03355597666995361,0.9994368396400674,88.09160970262721,-0.681857187080783,-0.7314853220853321,454.05695777071844
18,person_00,56.5145,62.844,115.029,127.688,98.3221,191.24349999999998,68.49579999999999,78.275,132.57,152.106,0.671462110062144,0.7410388888249342,42.21235952893418,-0.9746989714397997,0.22352162104413228,35.10622356506036,64.0742,157.977,-0.5811340865525205,0.8138078234121172,42.07135765351529,-0.8653180441030682,0.5012231863647573,21.467482536152207,120.841,228.427,-0.46902884680451307,-0.8831828467906454,259.77293471414606,0.0,0.0,0.0,80.7007,230.381,-0.9377791711479159,0.34723223663872005,56.31965565555244,-0.11435464740560772,-0.9934399904456933,252.59401917917614
18,person_01,346.26599999999996,81.6782,44.04199999999997,15.709400000000002,343.86249999999995,184.8815,95.863,126.22099999999999,391.794,123.749,0.2690261568763162,0.9631328708523864,43.683484670982935,-0.3179735875963287,0.948099571559401,27.8293554722347,295.931,121.771,-0.2791145181432064,0.9602578225464687,63.14970685601003,0.8715777675966604,0.4902572743276957,35.91991577105939,370.243,247.992,0.00026848963281855847,0.9999999639566579,96.83800349036528,-0.7317310235261959,-0.6815935073115835,507.3845280071122,310.583,246.994,-0.022263151720727577,0.9997521453217592,87.09458680078804,-0.678695844998753,-0.7344194645986913,456.23382297348365
19,person_00,56.5055,63.313,115.011,128.626,99.27610000000001,191.234,68.48780000000001,78.25,133.52,152.109,0.6586765638337504,0.752426198544524,41.57882867518035,-0.9747572566151967,0.22326730767404238,35.0969431289963,65.0322,157.981,-0.5916665089756898,0.8061828217944861,41.29336311818159,-0.8579015317531338,0.5138141315842011,22.788396192799528,120.842,228.412,-0.46905576982811,-0.8831685483479127,259.76015612098786,0.0,0.0,0.0,80.7186,230.359,-0.9319158869192402,0.36267448174296174,56.68719756955709,-0.11393692407949996,-0.9934879854992219,253.56924661088144
19,person_01,341.4125,82.1662,45.95300000000003,14.692999999999998,342.377,184.397,94.87400000000002,125.23799999999999,389.814,122.768,0.4139574318386684,0.910296240037019,47.304380822498885,-0.4864093590904904,0.8737310429355125,30.235849136414213,294.94,121.778,-0.2867520748279195,0.9580048264919562,61.289879107402385,0.8593020905956228,0.5114683930586446,36.37370412811979,370.265,247.016,-0.00013701661988373303,0.9999999906132229,94.87900089060803,-0.7346053385724102,-0.6784946547622277,505.37612580037853,309.646,246.039,-0.011500035242204562,0.9999338724082849,86.08669270566736,-0.6808409622223108,-0.7324312828929399,454.8139979552081
20,person_00,56.5115,63.3185,115.023,128.637,98.8215,191.237,67.501,78.25200000000001,132.572,152.111,0.6712258983929366,0.7412528538404389,42.21231640173282,-0.9748102023374287,0.22303602717691404,35.092985196474814,65.071,158.005,-0.5970311599909988,0.8022180464186793,42.64551284121227,-0.884170532021198,0.4671642862049192,21.007599017736414,121.791,227.449,-0.47344210378758794,-0.8808249396793796,259.35800601099635,0.0,0.0,0.0,81.7056,230.363,-0.94515308371153,0.3266276907284279,56.936385150095376,-0.11482201408225723,-0.9933860805759732,251.62422233163485
20,person_01,179.2545,44.2445,360.509,90.489,341.4205,183.918,94.89300000000003,124.236,388.867,121.815,0.4314562068317764,0.9021338822959347,49.87064656689344,-0.5334754578922721,0.8458155448007743,31.193562428808928,293.974,121.821,-0.25855526712783566,0.9659964667846636,60.72589498722929,0.8454273491220761,0.534090439304449,34.74692418042205,370.276,246.036,-0.00029682070720947414,0.999999955948733,90.96400400707962,-0.7394432807021015,-0.6732188608651075,502.0655534897809,309.635,246.014,-0.00012025445756442914,0.9999999927694326,83.15700060127227,-0.6852194294251908,-0.7283366896828801,453.32193843448607
21,person_00,56.968,63.325,115.936,128.65,99.29820000000001,191.2375,68.4756,78.251,133.536,152.112,0.6584160556610192,0.7526541686908972,41.575535354340296,-0.9748330347566598,0.22293621138594988,35.09524070297852,65.0604,157.989,-0.5965324875904289,0.8025889304302515,42.649479331405665,-0.8843952314905325,0.46673876474619885,21.009611244380515,121.785,227.45,-0.47342254702229486,-0.8808354511320052,259.356046247239,0.0,0.0,0.0,81.6909,230.363,-0.9451075665207348,0.3267593727886847,56.92262119755204,-0.114824183745332,-0.9933858297898246,251.6273058302894
21,person_01,177.7875,44.23995,357.575,90.4799,341.416,183.9035,96.80399999999997,124.22299999999998,389.818,121.802,0.4165819869633783,0.9090981509923137,51.610488866121,-0.5988780473424697,0.8008402365086751,34.244033640913266,293.014,122.768,-0.26191436068708696,0.9650911188410525,59.79435399768108,0.8526530744277555,0.5224774968062227,35.496265606398666,371.199,246.015,0.0005110568628738712,0.999999869410433,93.92301226536551,-0.737438680204195,-0.6754140899764345,504.78366539835656,309.647,242.124,-0.012033445266984695,0.9999275954762957,85.0961613470314,-0.6862053595972613,-0.7274078666470369,451.2104075982734
22,person_00,56.498,63.3275,114.996,128.655,98.79635,191.23,67.53130000000002,78.238,132.562,152.111,0.6711613410569579,0.74131130725939,42.22382647273931,-0.9749028651384092,0.2226306437688231,35.102984331820004,65.0307,157.011,-0.5809860838546942,0.813913490714576,42.06589568866922,-0.8760642239310726,0.4821944374918146,22.318797487543993,120.784,228.421,-0.46886723463702795,-0.8832686546480785,259.74090532105254,0.0,0.0,0.0,79.7318,230.349,-0.9411284998528266,0.3380490301195498,55.09555816034538,-0.11476782456335158,-0.9933923426547014,251.636729282591
22,person_01,176.797,44.23335,355.594,90.4667,340.4285,184.3975,94.90899999999999,125.23899999999999,387.883,121.778,0.44713742703964443,0.89446527117623,52.51629270997717,-0.6250033449913096,0.7806220716516246,37.57259891197306,292.974,122.808,-0.2534244691700281,0.9673551769778717,61.6278295902103,0.8659359049728514,0.5001549844586665,29.350902132643213,370.229,247.017,0.021335177491874587,0.9997723791950798,93.92938028114527,-0.7373560873113185,-0.6755042564669325,506.1774174279212,309.628,245.049,2.297371806057891e-05,0.9999999997361041,87.05600002297373,-0.6820037177103758,-0.7313487054950094,455.46672537628916
